protocol,dst.port,frame.encap.type,sll.halen,tcp.hdr_len,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,udp.length,udp.stream,window,ip.flags.df,Nop,wscale,wscale_multiplier,sack_permited,maximum_segment_size,class
0.3125,0.0021992791251756,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.0016647321155843,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.0003512737491599,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
1.0,0.0076363858513042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2415730337078651,0.0972762645914396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ike-scan
0.3125,0.0003512737491599,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nessus
0.3125,0.0763638585130429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980239566643778,0.0,0.0,0.0,0.0,0.0,0.0,nessus
0.3125,0.0047498319995112,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.0020618241798521,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nessus
0.3125,0.0215956991874885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980239566643778,0.0,0.0,0.0,0.0,0.0,0.0,nessus
0.3125,0.0001985460321339,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.000504001466186,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
1.0,0.0076363858513042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2415730337078651,0.0700389105058365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ike-scan
0.3125,0.7636538579021321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980239566643778,0.0,0.0,0.0,0.0,0.0,0.0,nessus
0.3125,0.0012676400513165,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.008308387806219,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.1392876779277903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980239566643778,0.0,0.0,0.0,0.0,0.0,0.0,nessus
0.3125,0.0067658378642556,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.0032225548292504,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.099303561610361,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980239566643778,0.0,0.0,0.0,0.0,0.0,0.0,nessus
0.3125,0.0012218217362086,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690089265278096,0.0,0.0,0.0,0.0,0.0,0.0,niktoScan
0.3125,0.0062160180829616,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.0013440039098295,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156252384222171,0.0,0.0,0.0,0.0,0.0,0.0,masscan
0.3125,0.0012218217362086,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973510337987335,0.0,0.0,0.0,0.0,0.0,0.0,niktoScan
